0.6900000000000001,0.252,0.2,0.084,0.901,0.642,0.17300000000000001,0.451,0.403,0.424,0.62,0.046,0.091,0.616,0.792,0.162,0.522,0.07200000000000001,0.356,0.592,0.262,0.253,0.786,0.962,0.9590000000000001,0.022,0.195,0.99,0.673,0.5750000000000001,0.899,0.664,0.044,0.124,0.39,0.887,0.8160000000000001,0.36,0.8160000000000001,0.059000000000000004,0.918,0.762,0.376,0.909,0.5690000000000001,0.657,0.717,0.33,0.81,0.20700000000000002
0.643,0.887,0.382,0.902,0.251,0.533,0.28200000000000003,0.909,0.003,0.752,0.895,0.562,0.97,0.249,0.131,0.539,0.767,0.868,0.456,0.767,0.968,0.705,0.56,0.092,0.362,0.88,0.259,0.249,0.788,0.195,0.72,0.977,0.6,0.17400000000000002,0.444,0.092,0.259,0.898,0.094,0.905,0.088,0.547,0.12,0.264,0.987,0.28600000000000003,0.912,0.514,0.662,0.783
0.898,0.353,0.483,0.019,0.9500000000000001,0.458,0.585,0.259,0.858,0.197,0.528,0.594,0.726,0.482,0.155,0.075,0.171,0.402,0.581,0.258,0.657,0.719,0.16,0.881,0.47000000000000003,0.462,0.517,0.015,0.098,0.927,0.06,0.334,0.23800000000000002,0.799,0.035,0.926,0.637,0.552,0.779,0.888,0.009000000000000001,0.774,0.545,0.512,0.5650000000000001,0.876,0.546,0.44,0.263,0.634
0.668,0.894,0.791,0.127,0.9500000000000001,0.768,0.79,0.608,0.278,0.116,0.981,0.92,0.153,0.622,0.9410000000000001,0.261,0.092,0.02,0.772,0.037,0.218,0.17500000000000002,0.496,0.276,0.676,0.994,0.8230000000000001,0.117,0.503,0.9590000000000001,0.921,0.765,0.578,0.256,0.331,0.06,0.073,0.377,0.066,0.799,0.391,0.464,0.17400000000000002,0.803,0.366,0.802,0.301,0.994,0.013000000000000001,0.197
0.989,0.77,0.111,0.41500000000000004,0.077,0.468,0.588,0.555,0.754,0.506,0.524,0.889,1.0,0.561,0.068,0.879,0.17300000000000001,0.773,0.203,0.397,0.533,0.015,0.061,0.066,0.241,0.836,0.267,0.07,0.129,0.28800000000000003,0.963,0.788,0.722,0.5650000000000001,0.034,0.418,0.66,0.145,0.154,0.273,0.41000000000000003,0.45,0.966,0.9480000000000001,0.495,0.008,0.676,0.677,0.491,0.418
0.47000000000000003,0.777,0.601,0.9380000000000001,0.704,0.932,0.63,0.883,0.069,0.08700000000000001,0.5700000000000001,0.71,0.224,0.7020000000000001,0.265,0.34800000000000003,0.5,0.844,0.491,0.752,0.628,0.704,0.514,0.289,0.772,0.42,0.28300000000000003,0.121,0.017,0.232,1.0,0.247,0.32,0.713,0.441,0.34700000000000003,0.165,0.055,0.247,0.47400000000000003,0.003,0.177,0.373,0.796,0.47800000000000004,0.129,0.07,0.026000000000000002,0.08,0.73
0.704,0.848,0.653,0.855,0.06,0.128,0.723,0.973,0.902,0.497,0.605,0.084,0.039,0.984,0.733,0.928,0.987,0.29,0.042,0.6930000000000001,0.589,0.6970000000000001,0.854,0.658,0.489,0.8210000000000001,0.5730000000000001,0.041,0.962,0.683,0.043000000000000003,0.05,0.988,0.837,0.16,0.869,0.53,0.9530000000000001,0.267,0.785,0.853,0.388,0.84,0.8250000000000001,0.533,0.029,0.539,0.518,0.63,0.793
0.299,0.23,0.11,0.9590000000000001,0.07200000000000001,0.637,0.101,0.432,0.909,0.556,0.197,0.646,0.401,0.291,0.92,0.8140000000000001,0.153,0.979,0.374,0.151,0.421,0.063,0.062,0.064,0.149,0.879,0.275,0.052000000000000005,0.116,0.85,0.352,0.908,0.915,0.359,0.79,0.518,0.309,0.068,0.366,0.541,0.788,0.684,0.541,0.224,0.651,0.077,0.459,0.8310000000000001,0.626,0.135
0.297,0.21,0.923,0.371,0.935,0.265,0.9490000000000001,0.9400000000000001,0.741,0.186,0.861,0.281,0.46900000000000003,0.276,0.85,0.889,0.014,0.192,0.446,0.513,0.065,0.52,0.23900000000000002,0.903,0.79,0.437,0.43,0.844,0.318,0.503,0.24,0.984,0.991,0.679,0.878,0.679,0.511,0.628,0.113,0.774,0.082,0.18,0.847,0.505,0.682,0.495,0.551,0.994,0.353,0.245
0.834,0.117,0.482,0.749,0.797,0.6880000000000001,0.23,0.86,0.528,0.613,0.116,0.795,0.273,0.736,0.531,0.556,0.97,0.989,0.47700000000000004,0.466,0.40900000000000003,0.036000000000000004,0.458,0.281,0.552,0.158,0.438,0.549,0.901,0.838,0.13,0.064,0.936,0.023,0.333,0.889,0.031,0.666,0.358,0.049,0.372,0.8130000000000001,0.974,0.685,0.438,0.257,0.163,0.974,0.361,0.646
