0.41300000000000003,0.228,0.177,0.46,0.767,0.515,0.197,0.073,0.6950000000000001,0.223,0.08600000000000001,0.54,0.731,0.671,0.32,0.423,0.491,0.391,0.593,0.332
0.117,0.187,0.656,0.811,0.865,0.046,0.16,0.29,0.023,0.533,0.32,0.903,0.654,0.9490000000000001,0.4,0.275,0.264,0.484,0.846,0.643
0.114,0.226,0.481,0.29,0.191,0.424,0.41000000000000003,0.786,0.289,0.203,0.8240000000000001,0.228,0.869,0.14100000000000001,0.296,0.339,0.918,0.395,0.629,0.493
0.094,0.328,0.547,0.077,0.34600000000000003,0.323,0.498,0.9480000000000001,0.9480000000000001,0.242,0.923,0.446,0.756,0.725,0.743,0.32,0.9440000000000001,0.126,0.869,0.76
0.491,0.803,0.531,0.859,0.128,0.881,0.28500000000000003,0.253,0.678,0.561,0.552,0.034,0.451,0.031,0.14400000000000002,0.875,0.744,0.39,0.673,0.403
0.6940000000000001,0.216,0.8180000000000001,0.044,0.447,0.636,0.322,0.438,0.978,0.622,0.307,0.253,0.405,0.761,0.482,0.596,0.5710000000000001,0.6,0.251,0.233
0.162,0.9540000000000001,0.10400000000000001,0.077,0.9440000000000001,0.5700000000000001,0.9420000000000001,0.9570000000000001,0.41000000000000003,0.9470000000000001,0.383,0.138,0.91,0.859,0.775,0.272,0.522,0.68,0.9390000000000001,0.857
0.378,0.538,0.373,0.985,0.998,0.626,0.936,0.354,0.464,0.866,0.217,0.6950000000000001,0.912,0.448,0.233,0.632,0.197,0.8200000000000001,0.898,0.595
0.682,0.27,0.726,0.405,0.34900000000000003,0.801,0.242,0.124,0.858,0.507,0.021,0.879,0.797,0.6910000000000001,0.967,0.516,0.8310000000000001,0.356,0.085,0.319
0.126,0.553,0.321,0.401,0.319,0.455,0.294,0.928,0.133,0.516,0.748,0.7010000000000001,0.935,0.862,0.406,0.012,0.186,0.516,0.558,0.212
0.39,0.216,0.421,0.05,0.158,0.014,0.026000000000000002,0.34400000000000003,0.666,0.8320000000000001,0.383,0.931,0.985,0.558,0.857,0.554,0.8230000000000001,0.999,0.289,0.101
0.426,0.741,0.982,0.015,0.6930000000000001,0.857,0.8190000000000001,0.676,0.08700000000000001,0.139,0.24,0.733,0.712,0.749,0.069,0.887,0.899,0.352,0.6950000000000001,0.089
0.733,0.085,0.482,0.856,0.23700000000000002,0.146,0.419,0.607,0.487,0.038,0.74,0.352,0.457,0.231,0.381,0.907,0.841,0.577,0.519,0.607
0.9530000000000001,0.201,0.893,0.212,0.048,0.621,0.808,0.372,0.874,0.461,0.515,0.153,0.9400000000000001,0.358,0.5740000000000001,0.999,0.462,0.502,0.6980000000000001,0.513
0.51,0.436,0.994,0.9450000000000001,0.247,0.525,0.105,0.255,0.424,0.665,0.5750000000000001,0.866,0.34900000000000003,0.728,0.743,0.8,0.556,0.928,0.541,0.20800000000000002
0.494,0.422,0.34500000000000003,0.48,0.47600000000000003,0.9520000000000001,0.52,0.136,0.41200000000000003,0.778,0.148,0.775,0.467,0.626,0.203,0.9410000000000001,0.876,0.733,0.612,0.023
0.34600000000000003,0.271,0.439,0.353,0.302,0.891,0.898,0.582,0.25,0.20500000000000002,0.724,0.62,0.849,0.72,0.244,0.8190000000000001,0.47400000000000003,0.917,0.14200000000000002,0.189
0.40900000000000003,0.22,0.787,0.597,0.9580000000000001,0.8260000000000001,0.93,0.489,0.748,0.169,0.527,0.85,0.04,0.626,0.092,0.707,0.766,0.278,0.8230000000000001,0.636
0.189,0.316,0.452,0.34400000000000003,0.362,0.16,0.167,0.28700000000000003,0.385,0.556,0.8150000000000001,0.163,0.775,0.667,0.214,0.23,0.932,0.747,0.598,0.706
0.91,0.017,0.596,0.596,0.859,0.212,0.925,0.544,0.34500000000000003,0.14200000000000002,0.386,0.302,0.169,0.256,0.45,0.746,0.535,0.006,0.709,0.709
0.463,0.003,0.041,0.261,0.109,0.862,0.552,0.106,0.058,0.367,0.23900000000000002,0.802,0.529,0.97,0.881,0.781,0.715,0.679,0.495,0.331
