0.9470000000000001,0.2,0.123,0.9440000000000001,0.876,0.025,0.9380000000000001,0.787,0.525,0.991,0.335,0.709,0.767,0.073,0.582,0.317,0.5690000000000001,0.033,0.391,0.643,0.9470000000000001,0.687,0.663,0.281,0.315,0.748,0.099,0.139,0.372,0.598
0.844,0.991,0.353,0.89,0.717,0.10300000000000001,0.557,0.715,0.466,0.741,0.609,0.037,0.7010000000000001,0.243,0.532,0.548,0.92,0.078,0.6920000000000001,0.974,0.533,0.271,0.73,0.506,0.841,0.847,0.065,0.399,0.032,0.855
0.52,0.41000000000000003,0.8180000000000001,0.075,0.494,0.135,0.966,0.914,0.7010000000000001,0.441,0.734,0.05,0.20500000000000002,0.106,0.116,0.674,0.374,0.076,0.395,0.687,0.535,0.61,0.341,0.073,0.964,0.8230000000000001,0.555,0.301,0.772,0.761
0.313,0.021,0.773,0.539,0.079,0.5750000000000001,0.44,0.5650000000000001,0.747,0.774,0.263,0.808,0.662,0.23,0.148,0.342,0.522,0.15,0.13,0.557,0.836,0.917,0.893,0.516,0.139,0.6,0.678,0.644,0.899,0.229
0.026000000000000002,0.593,0.153,0.454,0.34700000000000003,0.994,0.442,0.638,0.98,0.327,0.034,0.25,0.761,0.356,0.54,0.195,0.107,0.049,0.7000000000000001,0.927,0.9430000000000001,0.39,0.931,0.7030000000000001,0.467,0.513,0.601,0.091,0.662,0.504
0.6990000000000001,0.196,0.453,0.6920000000000001,0.806,0.743,0.59,0.47900000000000004,0.486,0.71,0.769,0.17300000000000001,0.14400000000000002,0.152,0.062,0.451,0.847,0.601,0.6890000000000001,0.076,0.043000000000000003,0.718,0.84,0.371,0.316,0.721,0.28800000000000003,0.514,0.6970000000000001,0.233
0.132,0.375,0.5730000000000001,0.578,0.746,0.56,0.451,0.138,0.281,0.644,0.984,0.673,0.617,0.435,0.73,0.37,0.582,0.611,0.8270000000000001,0.682,0.6960000000000001,0.6900000000000001,0.9530000000000001,0.595,0.889,0.885,0.309,0.002,0.507,0.46900000000000003
0.874,0.058,0.863,0.712,0.10200000000000001,0.07100000000000001,0.363,0.854,0.47900000000000004,0.601,0.213,0.5690000000000001,0.998,0.636,0.07,0.339,0.441,0.853,0.055,0.511,0.156,0.8160000000000001,0.757,0.727,0.8190000000000001,0.041,0.671,0.9470000000000001,0.37,0.025
0.181,0.6950000000000001,0.108,0.34500000000000003,0.121,0.065,0.744,0.389,0.615,0.273,0.451,0.755,0.09,0.389,0.2,0.044,0.019,0.589,0.17300000000000001,0.998,0.536,0.089,0.20800000000000002,0.654,0.85,0.909,0.9480000000000001,0.933,0.152,0.901
0.906,0.646,0.033,0.756,0.016,0.914,0.757,0.8,0.937,0.769,0.5680000000000001,0.43,0.123,0.319,0.779,0.931,0.585,0.772,0.226,0.20800000000000002,0.743,0.41400000000000003,0.734,0.9550000000000001,0.41400000000000003,0.981,0.846,0.309,0.45,0.372
0.8300000000000001,0.429,0.211,0.512,0.739,0.125,0.553,0.402,0.786,0.213,0.248,0.559,0.796,0.861,0.541,0.079,0.247,0.96,0.8260000000000001,0.199,0.136,0.741,0.734,0.8,0.793,0.336,0.763,0.381,0.463,0.624
0.466,0.40900000000000003,0.527,0.9380000000000001,0.84,0.713,0.651,0.897,0.031,0.377,0.66,0.135,0.642,0.932,0.151,0.672,0.059000000000000004,0.908,0.627,0.8290000000000001,0.802,0.114,0.163,0.704,0.881,0.975,0.5750000000000001,0.742,0.38,0.668
0.853,0.493,0.56,0.495,0.983,0.292,0.917,0.97,0.163,0.272,0.612,0.758,0.667,0.456,0.163,0.994,0.9450000000000001,0.34800000000000003,0.648,0.9410000000000001,0.203,0.164,0.355,0.607,0.754,0.49,0.9410000000000001,0.535,0.258,0.383
0.529,0.8300000000000001,0.875,0.14100000000000001,0.756,0.904,0.76,0.919,0.8300000000000001,0.888,0.375,0.606,0.194,0.879,0.672,0.459,0.093,0.628,0.213,0.05,0.735,0.628,0.312,0.984,0.405,0.58,0.04,0.987,0.986,0.194
0.627,0.135,0.027,0.7030000000000001,0.096,0.182,0.015,0.372,0.485,0.063,0.013000000000000001,0.932,0.109,0.889,0.41200000000000003,0.673,0.328,0.016,0.61,0.16,0.4,0.928,0.506,0.587,0.404,0.84,0.229,0.932,0.177,0.895
0.044,0.045,0.047,0.327,0.536,0.766,0.935,0.705,0.038,0.6990000000000001,0.153,0.217,0.9510000000000001,0.23700000000000002,0.319,0.76,0.033,0.219,0.887,0.122,0.10400000000000001,0.061,0.092,0.461,0.6940000000000001,0.075,0.861,0.542,0.468,0.47000000000000003
0.29,0.933,0.922,0.059000000000000004,0.28,0.376,0.271,0.26,0.777,0.516,0.619,0.686,0.9460000000000001,0.892,0.533,0.129,0.998,0.917,0.251,0.022,0.5690000000000001,0.984,0.881,0.303,0.034,0.47100000000000003,0.19,0.501,0.44,0.314
0.792,0.762,0.9450000000000001,0.743,0.56,0.542,0.785,0.541,0.33,0.714,0.066,0.841,0.252,0.47400000000000003,0.163,0.966,0.17500000000000002,0.721,0.126,0.322,0.07200000000000001,0.9580000000000001,0.615,0.327,0.9400000000000001,0.078,0.289,0.294,0.41200000000000003,0.906
0.869,0.17,0.498,0.431,0.637,0.185,0.354,0.242,0.653,0.017,0.168,0.5740000000000001,0.263,0.266,0.6910000000000001,0.443,0.754,0.5660000000000001,0.582,0.271,0.742,0.46900000000000003,0.289,0.243,0.669,0.193,0.074,0.37,0.464,0.671
0.154,0.623,0.8230000000000001,0.961,0.229,0.582,0.40700000000000003,0.9520000000000001,0.14100000000000001,0.521,0.181,0.522,0.114,0.5710000000000001,0.268,0.6970000000000001,0.317,0.135,0.9460000000000001,0.982,0.588,0.082,0.724,0.917,0.615,0.998,0.67,0.269,0.26,0.892
0.791,0.305,0.333,0.506,0.791,0.392,0.803,0.537,0.925,0.626,0.045,0.332,0.325,0.184,0.878,0.077,0.421,0.336,0.915,0.221,0.005,0.202,0.5760000000000001,0.729,0.673,0.195,0.668,0.715,0.677,0.228
0.721,0.9440000000000001,0.084,0.366,0.901,0.089,0.664,0.14,0.064,0.787,0.496,0.8310000000000001,0.852,0.359,0.865,0.802,0.07100000000000001,0.8140000000000001,0.461,0.7020000000000001,0.792,0.996,0.03,0.308,0.091,0.29,0.873,0.216,0.043000000000000003,0.425
0.02,0.277,0.07,0.11900000000000001,0.34800000000000003,0.579,0.842,0.634,0.621,0.503,0.539,0.77,0.194,0.398,0.233,0.5700000000000001,0.026000000000000002,0.509,0.56,0.584,0.983,0.406,0.996,0.778,0.185,0.183,0.434,0.986,0.625,0.931
0.447,0.245,0.9490000000000001,0.199,0.427,0.47000000000000003,0.5680000000000001,0.784,0.97,0.297,0.427,0.361,0.8270000000000001,0.9540000000000001,0.888,0.902,0.134,0.499,0.489,0.133,0.732,0.393,0.456,0.9480000000000001,0.9420000000000001,0.352,0.074,0.387,0.161,0.993
0.093,0.018000000000000002,0.875,0.212,0.433,0.892,0.48,0.994,0.562,0.789,0.659,0.914,0.445,0.979,0.85,0.834,0.875,0.34700000000000003,0.245,0.384,0.17500000000000002,0.983,0.718,0.862,0.405,0.747,0.6980000000000001,0.982,0.687,0.848
0.68,0.745,0.9440000000000001,0.248,0.8220000000000001,0.28700000000000003,0.615,0.149,0.86,0.342,0.79,0.758,0.394,0.527,0.34700000000000003,0.182,0.805,0.9390000000000001,0.9390000000000001,0.711,0.153,0.859,0.785,0.493,0.651,0.485,0.431,0.6880000000000001,0.191,0.354
0.5720000000000001,0.598,0.049,0.601,0.778,0.935,0.9580000000000001,0.744,0.275,0.5710000000000001,0.584,0.675,0.662,0.772,0.593,0.028,0.457,0.809,0.002,0.581,0.781,0.026000000000000002,0.389,0.93,0.198,0.5630000000000001,0.771,0.024,0.044,0.96
0.41100000000000003,0.193,0.08700000000000001,0.279,0.273,0.192,0.11,0.04,0.893,0.112,0.838,0.132,0.634,0.253,0.709,0.671,0.743,0.492,0.47800000000000004,0.37,0.803,0.875,0.773,0.026000000000000002,0.23900000000000002,0.012,0.008,0.513,0.426,0.11800000000000001
0.766,0.108,0.791,0.315,0.427,0.668,0.705,0.41000000000000003,0.71,0.049,0.7000000000000001,0.169,0.5750000000000001,0.561,0.135,0.121,0.052000000000000005,0.578,0.147,0.269,0.984,0.8260000000000001,0.315,0.648,0.717,0.645,0.259,0.9520000000000001,0.338,0.127
0.40700000000000003,0.214,0.339,0.425,0.654,0.9400000000000001,0.669,0.6910000000000001,0.8260000000000001,0.06,0.016,0.308,0.273,0.872,0.279,0.261,0.639,0.352,0.833,0.289,0.179,0.052000000000000005,0.838,0.023,0.047,0.001,0.859,0.522,0.607,0.441
0.216,0.079,0.802,0.686,0.297,0.484,0.898,0.067,0.845,0.56,0.71,0.39,0.065,0.533,0.849,0.14400000000000002,0.039,0.445,0.008,0.35100000000000003,0.465,0.579,0.882,0.105,0.31,0.054,0.732,0.623,0.133,0.851
