0.2,0.594,0.089,0.337,0.81,0.272,0.263,0.615,0.6910000000000001,0.335,0.261,0.631,0.185,0.23,0.453,0.65,0.18,0.391,0.966,0.41400000000000003,0.8250000000000001,0.624,0.168,0.707,0.279,0.972,0.152,0.869,0.863,0.335
0.057,0.713,0.056,0.139,0.088,0.03,0.445,0.9430000000000001,0.673,0.612,0.14400000000000002,0.992,0.8200000000000001,0.9410000000000001,0.795,0.671,0.488,0.275,0.494,0.764,0.405,0.46,0.334,0.623,0.278,0.25,0.555,0.025,0.547,0.033
0.389,0.6,0.099,0.111,0.661,0.908,0.47700000000000004,0.228,0.321,0.11800000000000001,0.341,0.592,0.558,0.41300000000000003,0.241,0.8170000000000001,0.78,0.46900000000000003,0.59,0.26,0.027,0.046,0.40800000000000003,0.761,0.125,0.183,0.098,0.231,0.707,0.042
0.761,0.5670000000000001,0.537,0.738,0.21,0.746,0.40700000000000003,0.196,0.23500000000000001,0.457,0.369,0.497,0.668,0.681,0.041,0.107,0.732,0.339,0.153,0.622,0.043000000000000003,0.403,0.148,0.762,0.531,0.353,0.308,0.078,0.978,0.326
0.64,0.635,0.763,0.531,0.308,0.756,0.873,0.709,0.036000000000000004,0.391,0.37,0.177,0.668,0.5,0.07,0.27,0.86,0.687,0.899,0.19,0.353,0.2,0.06,0.027,0.684,0.188,0.151,0.9560000000000001,0.126,0.059000000000000004
0.09,0.734,0.254,0.665,0.728,0.185,0.682,0.218,0.8140000000000001,0.484,0.138,0.629,0.649,0.359,0.6,0.47000000000000003,0.802,0.553,0.854,0.9570000000000001,0.52,0.536,0.323,0.323,0.111,0.35100000000000003,0.745,0.733,0.74,0.149
0.975,0.9540000000000001,0.837,0.20600000000000002,0.925,0.769,0.847,0.107,0.482,0.192,0.267,0.41000000000000003,0.654,0.22,0.169,0.989,0.8260000000000001,0.265,0.966,0.843,0.065,0.551,0.305,0.493,0.445,0.836,0.835,0.617,0.9390000000000001,0.164
0.852,0.81,0.32,0.395,0.737,0.493,0.734,0.277,0.555,0.893,0.37,0.215,0.5670000000000001,0.246,0.619,0.876,0.313,0.526,0.28600000000000003,0.603,0.548,0.836,0.798,0.58,0.554,0.34,0.045,0.513,0.385,0.312
0.983,0.105,0.75,0.5650000000000001,0.433,0.988,0.766,0.5630000000000001,0.299,0.998,0.595,0.489,0.219,0.726,0.651,0.192,0.8240000000000001,0.581,0.979,0.062,0.0,0.999,0.031,0.5720000000000001,0.607,0.614,0.34800000000000003,0.979,0.197,0.084
0.405,0.783,0.10200000000000001,0.719,0.782,0.276,0.982,0.423,0.088,0.234,0.032,0.895,0.557,0.134,0.333,0.719,0.496,0.99,0.665,0.311,0.468,0.338,0.923,0.72,0.936,0.712,0.161,0.539,0.96,0.391
0.066,0.999,0.672,0.28,0.448,0.8300000000000001,0.156,0.211,0.016,0.013000000000000001,0.6940000000000001,0.496,0.41600000000000004,0.421,0.293,0.673,0.557,0.467,0.255,0.088,0.561,0.28500000000000003,0.91,0.6950000000000001,0.522,0.708,0.022,0.17200000000000001,0.559,0.231
0.864,0.46900000000000003,0.035,0.99,0.23500000000000001,0.47200000000000003,0.839,0.806,0.707,0.437,0.439,0.64,0.5630000000000001,0.595,0.038,0.639,0.188,0.551,0.036000000000000004,0.869,0.9390000000000001,0.756,0.561,0.245,0.581,0.246,0.6930000000000001,0.297,0.359,0.645
0.489,0.509,0.20700000000000002,0.84,0.888,0.265,0.47000000000000003,0.277,0.54,0.358,0.129,0.196,0.154,0.126,0.7030000000000001,0.754,0.431,0.9550000000000001,0.075,0.802,0.549,0.833,0.422,0.026000000000000002,0.252,0.5630000000000001,0.074,0.352,0.667,0.183
0.317,0.241,0.196,0.794,0.389,0.631,0.589,0.184,0.276,0.656,0.901,0.114,0.883,0.134,0.9410000000000001,0.47700000000000004,0.466,0.742,0.161,0.327,0.032,0.9430000000000001,0.752,0.726,0.609,0.046,0.888,0.47600000000000003,0.02,0.128
0.394,0.604,0.045,0.038,0.067,0.25,0.776,0.883,0.71,0.879,0.524,0.5660000000000001,0.784,0.41300000000000003,0.787,0.321,0.214,0.674,0.863,0.155,0.029,0.07200000000000001,0.8230000000000001,0.225,0.526,0.393,0.039,0.593,0.073,0.034
0.9520000000000001,0.517,0.393,0.271,0.5740000000000001,0.252,0.327,0.256,0.213,0.843,0.033,0.859,0.309,0.533,0.515,0.062,0.105,0.182,0.003,0.766,0.8260000000000001,0.399,0.8320000000000001,0.9500000000000001,0.778,0.186,0.26,0.641,0.12,0.069
0.137,0.605,0.839,0.708,0.216,0.321,0.8230000000000001,0.33,0.398,0.7020000000000001,0.009000000000000001,0.8320000000000001,0.447,0.76,0.242,0.551,0.9520000000000001,0.559,0.004,0.41200000000000003,0.591,0.725,0.098,0.308,0.123,0.293,0.008,0.309,0.857,0.467
0.40700000000000003,0.606,0.459,0.163,0.058,0.802,0.803,0.67,0.25,0.364,0.505,0.21,0.138,0.364,0.793,0.145,0.634,0.403,0.36,0.858,0.896,0.726,0.62,0.8270000000000001,0.363,0.741,0.322,0.401,0.686,0.677
