0.491,0.617,0.316,0.795,0.738,0.5720000000000001,0.746,0.585,0.457,0.995,0.25,0.539,0.34,0.558,0.528,0.088,0.47800000000000004,0.428,1.0,0.804,0.193,0.612,0.919,0.488,0.337,0.16,0.403,0.784,0.039,0.38,0.97,0.138,0.11900000000000001,0.165,0.275,0.71,0.367,0.8170000000000001,0.866,0.509,0.462,0.502,0.548,0.848,0.526,0.105,0.892,0.6,0.623,0.3
0.633,0.859,0.542,0.23800000000000002,0.156,0.605,0.7020000000000001,0.44,0.23600000000000002,0.978,0.862,0.299,0.968,0.63,0.5660000000000001,0.769,0.759,0.865,0.986,0.881,0.85,0.977,0.28500000000000003,0.12,0.709,0.509,0.8260000000000001,0.294,0.333,0.517,0.01,0.931,0.451,0.209,0.764,0.793,0.321,0.657,0.607,0.712,0.059000000000000004,0.5630000000000001,0.553,0.097,0.10300000000000001,0.17400000000000002,0.747,0.11,0.23500000000000001,0.752
0.9,0.451,0.898,0.223,0.835,0.633,0.312,0.977,0.161,0.391,0.41500000000000004,0.259,0.193,0.375,0.14200000000000002,0.08600000000000001,0.501,0.065,0.907,0.775,0.784,0.17,0.763,0.343,0.481,0.303,0.512,0.357,0.5700000000000001,0.34400000000000003,0.806,0.932,0.254,0.724,0.8220000000000001,0.999,0.114,0.386,0.8320000000000001,0.8130000000000001,0.027,0.10400000000000001,0.936,0.777,0.514,0.8230000000000001,0.279,0.293,0.494,0.635
0.029,0.1,0.198,0.248,0.47700000000000004,0.966,0.541,0.618,0.093,0.397,0.295,0.8290000000000001,0.431,0.313,0.28200000000000003,0.439,0.834,0.067,0.47100000000000003,0.623,0.805,0.358,0.637,0.10300000000000001,0.501,0.304,0.35000000000000003,0.254,0.456,0.8180000000000001,0.672,0.88,0.805,0.336,0.71,0.385,0.893,0.399,0.858,0.302,0.56,0.466,0.066,0.524,0.27,0.635,0.363,0.095,0.671,0.9430000000000001
0.20800000000000002,0.242,0.08700000000000001,0.33,0.931,0.538,0.166,0.124,0.591,0.615,0.979,0.374,0.995,0.085,0.584,0.541,0.5,0.117,0.7010000000000001,0.715,0.41500000000000004,0.619,0.8170000000000001,0.23600000000000002,0.8310000000000001,0.633,0.125,0.514,0.032,0.47200000000000003,0.341,0.32,0.436,0.23900000000000002,0.222,0.486,0.01,0.713,0.917,0.626,0.013000000000000001,0.746,0.075,0.47100000000000003,0.675,0.802,0.459,0.9530000000000001,0.061,0.116
0.8320000000000001,0.0,0.746,0.529,0.252,0.13,0.621,0.614,0.34400000000000003,0.96,0.258,0.804,0.322,0.358,0.613,0.545,0.669,0.194,0.615,0.027,0.878,0.117,0.9420000000000001,0.757,0.513,0.202,0.591,0.032,0.185,0.9480000000000001,0.13,0.864,0.551,0.619,0.11900000000000001,0.7000000000000001,0.425,0.48,0.9500000000000001,0.296,0.706,0.134,0.747,0.5720000000000001,0.712,0.666,0.724,0.664,0.056,0.22
0.332,0.713,0.129,0.466,0.554,0.228,0.504,0.037,0.716,0.55,0.9450000000000001,0.615,0.881,0.9380000000000001,0.667,0.81,0.895,0.116,0.878,0.316,0.255,0.963,0.41400000000000003,0.17300000000000001,0.929,0.47200000000000003,0.558,0.434,0.899,0.406,0.704,0.931,0.381,0.633,0.597,0.667,0.515,0.868,0.752,0.056,0.672,0.3,0.131,0.978,0.19,0.906,0.791,0.47000000000000003,0.268,0.34600000000000003
0.627,0.978,0.365,0.653,0.171,0.377,0.263,0.898,0.8150000000000001,0.099,0.508,0.793,0.48,0.036000000000000004,0.166,0.26,0.932,0.41000000000000003,0.4,0.391,0.404,0.098,0.537,0.632,0.36,0.278,0.9560000000000001,0.168,0.748,0.34900000000000003,0.183,0.712,0.542,0.422,0.667,0.8220000000000001,0.383,0.967,0.506,0.585,0.093,0.047,0.914,0.911,0.223,0.047,0.453,0.781,0.264,0.252
0.681,0.28,0.302,0.1,0.013000000000000001,0.588,0.904,0.20400000000000001,0.194,0.906,0.11900000000000001,0.169,0.5710000000000001,0.241,0.069,0.539,0.791,0.404,0.47900000000000004,0.718,0.59,0.289,0.113,0.014,0.774,0.6920000000000001,0.053,0.774,0.303,0.278,0.609,0.618,0.47600000000000003,0.645,0.5710000000000001,0.332,0.053,0.8170000000000001,0.755,0.775,0.37,0.9540000000000001,0.872,0.81,0.32,0.155,0.58,0.78,0.326,0.621
0.028,0.126,0.792,0.489,0.081,0.429,0.79,0.865,0.2,0.036000000000000004,0.93,0.91,0.377,0.761,0.932,0.504,0.64,0.35000000000000003,0.642,0.262,0.334,0.551,0.487,0.782,0.07200000000000001,0.988,0.278,0.34500000000000003,0.192,0.637,0.246,0.297,0.196,0.353,0.167,0.99,0.362,0.381,0.153,0.329,0.273,0.41400000000000003,0.624,0.912,0.403,0.804,0.672,0.873,0.004,0.8
0.931,0.431,0.614,0.457,0.9590000000000001,0.424,0.878,0.549,0.746,0.706,0.6880000000000001,0.715,0.216,0.559,0.443,0.152,0.163,0.719,0.41400000000000003,0.9460000000000001,0.8160000000000001,0.5630000000000001,0.228,0.533,0.936,0.719,0.495,0.229,0.004,0.106,0.607,0.148,0.9570000000000001,0.11,0.548,0.33,0.812,0.049,0.842,0.965,0.46,0.494,0.558,0.191,0.546,0.46900000000000003,0.482,0.057,0.711,0.671
0.8170000000000001,0.385,0.9430000000000001,0.58,0.128,0.277,0.081,0.075,0.082,0.47100000000000003,0.5640000000000001,0.4,0.40700000000000003,0.47500000000000003,0.112,0.541,0.081,0.417,0.0,0.134,0.114,0.294,0.443,0.34400000000000003,0.812,0.319,0.752,0.8150000000000001,0.496,0.148,0.768,0.684,0.334,0.52,0.862,0.246,0.624,0.9450000000000001,0.8270000000000001,0.647,0.47000000000000003,0.873,0.067,0.019,0.5760000000000001,0.48,0.738,0.592,0.487,0.23600000000000002
0.718,0.589,0.299,0.624,0.854,0.38,0.994,0.451,0.557,0.795,0.449,0.47600000000000003,0.964,0.128,0.371,0.254,0.968,0.10200000000000001,0.281,0.8260000000000001,0.749,0.387,0.533,0.247,0.397,0.5690000000000001,0.027,0.593,0.669,0.309,0.384,0.988,0.186,0.748,0.254,0.783,0.766,0.369,0.126,0.129,0.139,0.9,0.485,0.63,0.362,0.484,0.591,0.169,0.858,0.401
0.835,0.931,0.364,0.713,0.47500000000000003,0.9380000000000001,0.158,0.178,0.016,0.6980000000000001,0.095,0.797,0.217,0.42,0.507,0.066,0.194,0.107,0.054,0.271,0.856,0.064,0.3,0.886,0.24,0.039,0.094,0.399,0.989,0.5740000000000001,0.848,0.11800000000000001,0.803,0.036000000000000004,0.166,0.257,0.047,0.516,0.374,0.326,0.377,0.391,0.6950000000000001,0.761,0.775,0.386,0.42,0.11800000000000001,0.885,0.7020000000000001
0.76,0.117,0.518,0.009000000000000001,0.878,0.485,0.373,0.24,0.921,0.681,0.9580000000000001,0.875,0.9440000000000001,0.766,0.021,0.315,0.299,0.201,0.063,0.251,0.521,0.667,0.108,0.089,0.222,0.34400000000000003,0.47200000000000003,0.14300000000000002,0.649,0.664,0.497,0.705,0.532,0.016,0.622,0.678,0.431,0.6,0.28500000000000003,0.622,0.661,0.051000000000000004,0.731,0.9480000000000001,0.388,0.10300000000000001,0.278,0.461,0.9530000000000001,0.714
0.517,0.306,0.212,0.639,0.257,0.386,0.364,0.114,0.518,0.029,0.132,0.788,0.732,0.9590000000000001,0.752,0.41000000000000003,0.719,0.418,0.6990000000000001,0.712,0.438,0.914,0.931,0.5730000000000001,0.07200000000000001,0.663,0.181,0.809,0.043000000000000003,0.076,0.517,0.28300000000000003,0.396,0.178,0.152,0.428,0.253,0.293,0.666,0.356,0.526,0.847,0.177,0.395,0.931,0.177,0.543,0.123,0.043000000000000003,0.322
0.27,0.677,0.804,0.28600000000000003,0.47400000000000003,0.266,0.756,0.684,0.077,0.3,0.084,0.757,0.424,0.321,0.388,0.628,0.6920000000000001,0.181,0.129,0.537,0.094,0.059000000000000004,0.666,0.964,0.793,0.55,0.315,0.19,0.278,0.394,0.256,0.806,0.558,0.308,0.598,0.47000000000000003,0.426,0.84,0.8130000000000001,0.598,0.064,0.429,0.5680000000000001,0.008,0.20400000000000001,0.984,0.46900000000000003,0.67,0.739,0.231
0.326,0.215,0.936,0.671,0.72,0.426,0.121,0.53,0.335,0.924,0.35000000000000003,0.741,0.74,0.516,0.17200000000000001,0.432,0.619,0.747,0.249,0.687,0.502,0.76,0.125,0.652,0.228,0.28700000000000003,0.745,0.033,0.9550000000000001,0.301,0.49,0.982,0.636,0.037,0.311,0.609,0.454,0.34800000000000003,0.437,0.874,0.042,0.52,0.765,0.457,0.438,0.455,1.0,0.66,0.67,0.369
0.367,0.334,0.717,0.751,0.257,0.97,0.524,0.686,0.891,0.116,0.937,0.753,0.334,0.186,0.715,0.421,0.591,0.808,0.212,0.506,0.546,0.462,0.636,0.622,0.6,0.382,0.055,0.366,0.08600000000000001,0.687,0.488,0.271,0.8220000000000001,0.651,0.446,0.139,0.274,0.615,0.506,0.079,0.011,0.96,0.9450000000000001,0.578,0.133,0.8130000000000001,0.16,0.639,0.34400000000000003,0.908
0.72,0.20800000000000002,0.76,0.11800000000000001,0.899,0.096,0.496,0.978,0.619,0.77,0.127,0.126,0.977,0.46900000000000003,0.11,0.364,0.539,0.887,0.484,0.533,0.739,0.858,0.034,0.232,0.372,0.14300000000000002,0.312,0.865,0.432,0.8280000000000001,0.355,0.663,0.6990000000000001,0.8290000000000001,0.847,0.011,0.934,0.334,0.05,0.67,0.765,0.866,0.304,0.5710000000000001,0.003,0.099,0.5680000000000001,0.459,0.07100000000000001,0.043000000000000003
